event_name,user_pseudo_id,user_id,package_id,package_name
select_item,63766AFAE18D4081A98398AF79F60933,62573,61,Java Lunch
select_item,63766AFAE18D4081A98398AF79F60933,62573,1,Basic Lunch
select_item,63766AFAE18D4081A98398AF79F60933,62573,180,Chinese Lunch
select_item,63766AFAE18D4081A98398AF79F60933,62573,18,Deluxe Lunch
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1432,Deluxe Lunch Bundling (2 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1434,Basic Lunch Bundling (2 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1444,Sajian Sunda Ceu Kokom Bundling (2 Pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1492,Bundling 2 Pax Pink Lunch
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1444,Sajian Sunda Ceu Kokom Bundling (2 Pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1475,Bundling 2 pax Soto Nusantara
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1526,Bundling 2 Pack Tasty II Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1491,Bundling 2 Pax Java Lunch
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1492,Bundling 2 Pax Pink Lunch
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1432,Deluxe Lunch Bundling (2 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1475,Bundling 2 pax Soto Nusantara
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1444,Sajian Sunda Ceu Kokom Bundling (2 Pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1491,Bundling 2 Pax Java Lunch
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1526,Bundling 2 Pack Tasty II Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1434,Basic Lunch Bundling (2 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1444,Sajian Sunda Ceu Kokom Bundling (2 Pax)
